step,day,hour,lai,leaf_area,canopy_height,canopy_width,ground_coverage,light_extinction_coefficient,sunlit_leaf_fraction,shaded_leaf_fraction,light_interception_efficiency,temperature_gradient,humidity_gradient,wind_speed_reduction,cumulative_light_interception,daily_light_interception,step_count,last_update
739,31,18,3.0021,0.3603,0.1081,0.5666,0.8349,0.7990,0.7495,0.2505,0.7762,1.2008,0.0000,0.6004,757.8218,24.8247,1478,2025-10-17T21:51:44.567623
740,31,19,3.0056,0.3607,0.1081,0.5670,0.8353,0.7990,0.7481,0.2519,0.7764,1.2022,0.0000,0.6011,759.2048,26.2077,1480,2025-10-17T21:51:44.586721
741,31,20,3.0090,0.3611,0.1082,0.5673,0.8356,0.7990,0.7490,0.2510,0.7766,1.2036,0.0000,0.6018,760.5881,27.5911,1482,2025-10-17T21:51:44.605678
742,31,21,3.0124,0.3615,0.1082,0.5676,0.8359,0.7990,0.7488,0.2512,0.7768,1.2050,0.0000,0.6025,761.9719,28.9748,1484,2025-10-17T21:51:44.624475
743,31,22,3.0158,0.3619,0.1082,0.5679,0.8363,0.7990,0.7486,0.2514,0.7770,1.2063,0.0000,0.6032,763.3561,30.3590,1486,2025-10-17T21:51:44.643272
744,31,23,3.0192,0.3623,0.1083,0.5682,0.8366,0.7990,0.7472,0.2528,0.7772,1.2077,0.0000,0.6038,764.7406,31.7435,1488,2025-10-17T21:51:44.662052
745,32,0,3.0226,0.3627,0.1083,0.5686,0.8369,0.7990,0.7481,0.2519,0.7774,1.2090,0.0000,0.6045,766.0982,0.0000,1490,2025-10-17T21:51:44.681680
746,32,1,3.0259,0.3631,0.1083,0.5689,0.8373,0.7990,0.7479,0.2521,0.7777,1.2104,0.0000,0.6052,767.4562,1.3580,1492,2025-10-17T21:51:44.701525
747,32,2,3.0293,0.3635,0.1084,0.5692,0.8376,0.7990,0.7476,0.2524,0.7779,1.2117,0.0000,0.6059,768.8146,2.7164,1494,2025-10-17T21:51:44.720328
748,32,3,3.0326,0.3639,0.1085,0.5695,0.8379,0.7990,0.7474,0.2526,0.7781,1.2130,0.0000,0.6065,770.1733,4.0751,1496,2025-10-17T21:51:44.739751
749,32,4,3.0359,0.3643,0.1086,0.5698,0.8382,0.7990,0.7472,0.2528,0.7783,1.2144,0.0000,0.6072,771.5324,5.4342,1498,2025-10-17T21:51:44.758541
750,32,5,3.0392,0.3647,0.1086,0.5701,0.8385,0.7990,0.7458,0.2542,0.7785,1.2157,0.0000,0.6078,772.8918,6.7936,1500,2025-10-17T21:51:44.777155
751,32,6,3.0425,0.3651,0.1087,0.5704,0.8389,0.7990,0.7468,0.2532,0.7787,1.2170,0.0000,0.6085,774.2516,8.1534,1502,2025-10-17T21:51:44.795887
752,32,7,3.0457,0.3655,0.1087,0.5707,0.8392,0.7990,0.7454,0.2546,0.7789,1.2183,0.0000,0.6091,775.6117,9.5135,1504,2025-10-17T21:51:44.814279
753,32,8,3.0490,0.3659,0.1087,0.5710,0.8395,0.7990,0.7463,0.2537,0.7791,1.2196,0.0000,0.6098,776.9722,10.8740,1506,2025-10-17T21:51:44.832574
754,32,9,3.0522,0.3663,0.1088,0.5713,0.8398,0.7990,0.7461,0.2539,0.7792,1.2209,0.0000,0.6104,778.3330,12.2348,1508,2025-10-17T21:51:44.851655
755,32,10,3.0554,0.3666,0.1088,0.5716,0.8401,0.7990,0.7459,0.2541,0.7794,1.2222,0.0000,0.6111,779.6941,13.5959,1510,2025-10-17T21:51:44.871080
756,32,11,3.0586,0.3670,0.1088,0.5719,0.8404,0.7990,0.7445,0.2555,0.7796,1.2234,0.0000,0.6117,781.0556,14.9574,1512,2025-10-17T21:51:44.890597
757,32,12,3.0618,0.3674,0.1088,0.5722,0.8407,0.7990,0.7455,0.2545,0.7798,1.2247,0.0000,0.6124,782.4174,16.3192,1514,2025-10-17T21:51:44.910138
758,32,13,3.0649,0.3678,0.1089,0.5725,0.8410,0.7990,0.7441,0.2559,0.7800,1.2260,0.0000,0.6130,783.7796,17.6813,1516,2025-10-17T21:51:44.929455
759,32,14,3.0680,0.3682,0.1089,0.5728,0.8413,0.7990,0.7451,0.2549,0.7802,1.2272,0.0000,0.6136,785.1420,19.0438,1518,2025-10-17T21:51:44.948772
760,32,15,3.0712,0.3685,0.1090,0.5731,0.8416,0.7990,0.7449,0.2551,0.7804,1.2285,0.0000,0.6142,786.5048,20.4066,1520,2025-10-17T21:51:44.968079
761,32,16,3.0743,0.3689,0.1091,0.5734,0.8419,0.7990,0.7435,0.2565,0.7806,1.2297,0.0000,0.6149,787.8679,21.7697,1522,2025-10-17T21:51:44.986977
762,32,17,3.0794,0.3695,0.1091,0.5739,0.8424,0.7990,0.7443,0.2557,0.7809,1.2318,0.0000,0.6159,789.2314,23.1332,1524,2025-10-17T21:51:45.006378
763,32,18,3.0865,0.3704,0.1092,0.5746,0.8431,0.7990,0.7427,0.2573,0.7813,1.2346,0.0000,0.6173,790.5956,24.4974,1526,2025-10-17T21:51:45.026048
764,32,19,3.0936,0.3712,0.1092,0.5752,0.8437,0.7990,0.7434,0.2566,0.7817,1.2375,0.0000,0.6187,791.9605,25.8622,1528,2025-10-17T21:51:45.045693
765,32,20,3.1007,0.3721,0.1092,0.5759,0.8444,0.7990,0.7417,0.2583,0.7821,1.2403,0.0000,0.6201,793.3261,27.2278,1530,2025-10-17T21:51:45.064431
766,32,21,3.1077,0.3729,0.1093,0.5765,0.8450,0.7990,0.7412,0.2588,0.7825,1.2431,0.0000,0.6215,794.6924,28.5941,1532,2025-10-17T21:51:45.082992
767,32,22,3.1147,0.3738,0.1093,0.5772,0.8457,0.7990,0.7420,0.2580,0.7829,1.2459,0.0000,0.6229,796.0594,29.9612,1534,2025-10-17T21:51:45.101336
768,32,23,3.1217,0.3746,0.1093,0.5778,0.8463,0.7990,0.7415,0.2585,0.7833,1.2487,0.0000,0.6243,797.4271,31.3289,1536,2025-10-17T21:51:45.119984
769,33,0,3.1282,0.3754,0.1093,0.5784,0.8469,0.7990,0.7399,0.2601,0.7837,1.2513,0.0000,0.6256,798.7114,0.0000,1538,2025-10-17T21:51:45.139038
770,33,1,3.1347,0.3762,0.1094,0.5790,0.8475,0.7990,0.7406,0.2594,0.7840,1.2539,0.0000,0.6269,799.9963,1.2849,1540,2025-10-17T21:51:45.157424
771,33,2,3.1411,0.3769,0.1095,0.5796,0.8481,0.7990,0.7402,0.2598,0.7844,1.2564,0.0000,0.6282,801.2818,2.5704,1542,2025-10-17T21:51:45.175954
772,33,3,3.1475,0.3777,0.1096,0.5802,0.8487,0.7990,0.7398,0.2602,0.7848,1.2590,0.0000,0.6295,802.5679,3.8565,1544,2025-10-17T21:51:45.194216
773,33,4,3.1539,0.3785,0.1097,0.5808,0.8493,0.7990,0.7394,0.2606,0.7851,1.2616,0.0000,0.6308,803.8545,5.1431,1546,2025-10-17T21:51:45.212548
774,33,5,3.1602,0.3792,0.1098,0.5814,0.8499,0.7990,0.7378,0.2622,0.7855,1.2641,0.0000,0.6320,805.1418,6.4304,1548,2025-10-17T21:51:45.230962
775,33,6,3.1666,0.3800,0.1098,0.5820,0.8504,0.7990,0.7385,0.2615,0.7858,1.2666,0.0000,0.6333,806.4296,7.7182,1550,2025-10-17T21:51:45.249432
776,33,7,3.1701,0.3804,0.1099,0.5823,0.8507,0.7990,0.7383,0.2617,0.7860,1.2681,0.0000,0.6340,807.7178,9.0064,1552,2025-10-17T21:51:45.267519
777,33,8,3.1737,0.3808,0.1099,0.5826,0.8511,0.7990,0.7381,0.2619,0.7862,1.2695,0.0000,0.6347,809.0064,10.2950,1554,2025-10-17T21:51:45.286269
778,33,9,3.1772,0.3813,0.1100,0.5829,0.8514,0.7990,0.7378,0.2622,0.7864,1.2709,0.0000,0.6354,810.2953,11.5839,1556,2025-10-17T21:51:45.304477
779,33,10,3.1808,0.3817,0.1100,0.5833,0.8517,0.7990,0.7364,0.2636,0.7866,1.2723,0.0000,0.6362,811.5845,12.8731,1558,2025-10-17T21:51:45.322884
780,33,11,3.1843,0.3821,0.1100,0.5836,0.8520,0.7990,0.7374,0.2626,0.7868,1.2737,0.0000,0.6369,812.8740,14.1626,1560,2025-10-17T21:51:45.341007
781,33,12,3.1878,0.3825,0.1101,0.5839,0.8523,0.7990,0.7372,0.2628,0.7870,1.2751,0.0000,0.6376,814.1639,15.4525,1562,2025-10-17T21:51:45.359483
782,33,13,3.1913,0.3830,0.1101,0.5842,0.8526,0.7990,0.7369,0.2631,0.7871,1.2765,0.0000,0.6383,815.4540,16.7426,1564,2025-10-17T21:51:45.378086
783,33,14,3.1947,0.3834,0.1102,0.5845,0.8529,0.7990,0.7367,0.2633,0.7873,1.2779,0.0000,0.6389,816.7444,18.0331,1566,2025-10-17T21:51:45.397146
784,33,15,3.1982,0.3838,0.1103,0.5848,0.8532,0.7990,0.7365,0.2635,0.7875,1.2793,0.0000,0.6396,818.0352,19.3238,1568,2025-10-17T21:51:45.415577
785,33,16,3.2016,0.3842,0.1104,0.5852,0.8535,0.7990,0.7362,0.2638,0.7877,1.2806,0.0000,0.6403,819.3262,20.6149,1570,2025-10-17T21:51:45.433801
786,33,17,3.2050,0.3846,0.1105,0.5855,0.8538,0.7990,0.7360,0.2640,0.7879,1.2820,0.0000,0.6410,820.6176,21.9062,1572,2025-10-17T21:51:45.452015
787,33,18,3.2088,0.3851,0.1105,0.5858,0.8542,0.7990,0.7358,0.2642,0.7881,1.2835,0.0000,0.6418,821.9093,23.1979,1574,2025-10-17T21:51:45.470293
788,33,19,3.2122,0.3855,0.1106,0.5861,0.8545,0.7990,0.7356,0.2644,0.7883,1.2849,0.0000,0.6424,823.2012,24.4898,1576,2025-10-17T21:51:45.489167
789,33,20,3.2155,0.3859,0.1106,0.5864,0.8548,0.7990,0.7353,0.2647,0.7884,1.2862,0.0000,0.6431,824.4935,25.7821,1578,2025-10-17T21:51:45.507876
790,33,21,3.2188,0.3863,0.1107,0.5867,0.8550,0.7990,0.7339,0.2661,0.7886,1.2875,0.0000,0.6438,825.7860,27.0747,1580,2025-10-17T21:51:45.526563
791,33,22,3.2222,0.3867,0.1107,0.5870,0.8553,0.7990,0.7349,0.2651,0.7888,1.2889,0.0000,0.6444,827.0789,28.3675,1582,2025-10-17T21:51:45.545408
792,33,23,3.2255,0.3871,0.1107,0.5873,0.8556,0.7990,0.7347,0.2653,0.7890,1.2902,0.0000,0.6451,828.3720,29.6606,1584,2025-10-17T21:51:45.564452
793,34,0,3.2289,0.3875,0.1107,0.5877,0.8559,0.7990,0.7345,0.2655,0.7891,1.2916,0.0000,0.6458,829.5393,0.0000,1586,2025-10-17T21:51:45.583264
